ID,meals_served,kitchen_staff,temperature_C,humidity_percent,day_of_week,special_event,past_waste_kg,staff_experience,waste_category,food_waste_kg,env_score,ops_score,human_score,env_score_norm,ops_score_norm,human_score_norm,cluster
0,-0.9202442064397698,0.24250166376441112,0.8048700509638762,-0.8900999286948096,-1.4946035653500924,-0.3062508891376347,7.740586989477199,0.08435530237105618,0,28.946465336432905,0.48462081850858324,0.08020050125313283,0.5357142857142857,0.4896470339501142,0.07809847198641764,0.5357142857142857,1
1,-0.49930564628560653,0.7086017435610409,-1.5725785112531838,0.2078119617807523,-0.9983192725847483,-0.3062508891376347,42.311778812786294,0.08435530237105618,2,51.54905281454645,0.29712074783284476,0.1758563074352548,0.6071428571428572,0.300143717090172,0.17529711375212223,0.6071428571428572,0
4,-1.341182766593933,0.9416517834593559,0.7814638242398095,0.47357995249004436,-0.9983192725847483,-0.3062508891376347,41.18430513351168,-1.3716172165533735,2,53.008322732556536,0.6790232927454021,0.09565580618212195,0.39285714285714285,0.6861264994825159,0.09380305602716466,0.39285714285714285,1
5,-1.2622567865650274,1.6408019031543004,-0.3742020933375165,-0.8365524023928858,1.483102191241973,-0.3062508891376347,41.54349249539056,-1.3716172165533735,2,48.62152711280995,0.3204142927649814,0.38095238095238093,0.49999999999999994,0.3236861296885112,0.3837011884550085,0.49999999999999994,0
6,-0.034519319448717924,-0.45664845593053355,0.6002645806346107,1.0893942573008468,-1.4946035653500924,-0.3062508891376347,26.525096675175018,0.08435530237105618,2,44.15698435866615,0.7419248582839681,0.16457811194653296,0.42857142857142855,0.7497001038138753,0.16383701188455005,0.42857142857142855,1
7,-0.5256143062952418,1.4077518632559856,-0.6868392144244525,1.0631870813132527,-0.0057506870540596855,-0.3062508891376347,11.834877755148362,0.08435530237105618,0,27.393670187103623,0.5503920455376399,0.28446115288220547,0.7142857142857142,0.5561209591653716,0.2856536502546689,0.7142857142857142,0
8,1.245835467686862,0.9416517834593559,-0.2774872277115226,0.9504580772274007,-1.4946035653500924,-0.3062508891376347,22.862658782043177,-1.3716172165533735,3,52.17211773229588,0.5937457365662946,0.28654970760233917,0.39285714285714285,0.5999378399720958,0.28777589134125636,0.39285714285714285,1
9,1.0090575276001452,0.9416517834593559,-0.4573291754592109,0.8616909316452535,0.9868178984766289,3.2652966422918084,34.59944224726701,0.08435530237105618,2,72.05240748747588,0.5546381704448544,0.8751044277360066,0.6428571428571428,0.5604124495675824,0.8858234295415958,0.6428571428571428,0
10,1.2107572543406817,1.4077518632559856,0.29387770044605044,-1.0033625322265955,0.49053360571128457,-0.3062508891376347,17.45914862714055,1.5403278212954858,0,44.28415666965992,0.39365981240694387,0.5054302422723476,0.9642857142857142,0.3977142026767416,0.5101867572156197,0.9642857142857142,0
11,-0.29760591954506993,-1.1557985756254783,0.46998890346024785,1.6458533218665021,-0.9983192725847483,-0.3062508891376347,23.067392475419435,1.5403278212954858,1,33.23393011057515,0.8036437920015819,0.19507101086048453,0.5714285714285714,0.8120784411147375,0.19482173174872663,0.5714285714285714,1
12,1.631695814494845,0.7086017435610409,-0.1318106497325521,-0.42776278704576576,-0.5020349798194039,-0.3062508891376347,41.075793193608725,1.5403278212954858,2,61.213325501284864,0.4150677411393245,0.4344193817878028,0.8571428571428572,0.41935085319781434,0.43803056027164683,0.8571428571428572,0
13,1.0265966342732353,0.24250166376441112,-0.3215290493338317,1.2500197249143576,0.49053360571128457,-0.3062508891376347,25.043428449760405,0.08435530237105618,3,44.93716309238571,0.6307766260106105,0.4878863826232247,0.5357142857142857,0.637364366536492,0.4923599320882852,0.5357142857142857,1
15,0.6582753941383425,1.6408019031543004,-1.6449029208262043,-0.3640771403178549,-0.9983192725847483,-0.3062508891376347,36.25941977645789,1.5403278212954858,2,50.568698570351984,0.2036131825750649,0.2861319966583124,1.0,0.20563711928471495,0.28735144312393884,1.0,0
16,0.6231971807921621,-1.621898655422108,1.1208113880320003,0.16301436437832065,1.483102191241973,-0.3062508891376347,49.63501381763712,0.08435530237105618,1,60.79622004025845,0.6834681333206384,0.5605680868838764,0.25,0.6906188286261012,0.566213921901528,0.25,1
17,0.6758145008114326,0.009451623866096222,-1.301218562804262,0.4168217974148473,0.9868178984766289,-0.3062508891376347,41.14602070991628,0.08435530237105618,2,51.05801765836502,0.36701921123395925,0.5100250626566415,0.5,0.3707889739702721,0.5148556876061119,0.5,0
18,-0.3151450262181601,0.009451623866096222,-0.8462797053415532,0.14443088911196003,-1.4946035653500924,-0.3062508891376347,26.92454031148613,-1.3716172165533735,2,38.215700494202835,0.39386132590003986,0.13784461152882202,0.25,0.3979178691350853,0.13667232597623086,0.25,2
